"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
"1994-04-25"	"WIDNR_WQX-10001207"	"0"	"8.7"	"FALSE"	"1994"	"4"	"115"	NA
"1994-01-24"	"WIDNR_WQX-10001207"	"8"	"1"	"FALSE"	"1994"	"1"	"24"	NA
"1994-05-12"	"WIDNR_WQX-10001207"	"8"	"10.1"	"FALSE"	"1994"	"5"	"132"	NA
"1994-04-11"	"WIDNR_WQX-10001207"	"104"	"4.7"	"FALSE"	"1994"	"4"	"101"	NA
"1994-04-11"	"WIDNR_WQX-10001207"	"12"	"4.6"	"FALSE"	"1994"	"4"	"101"	NA
"1994-03-01"	"WIDNR_WQX-10001207"	"12"	"1.4"	"FALSE"	"1994"	"3"	"60"	NA
"1994-05-12"	"WIDNR_WQX-10001207"	"20"	"9.5"	"FALSE"	"1994"	"5"	"132"	NA
"1994-03-01"	"WIDNR_WQX-10001207"	"1"	"1.4"	"FALSE"	"1994"	"3"	"60"	NA
"1994-01-24"	"WIDNR_WQX-10001207"	"4"	"1"	"FALSE"	"1994"	"1"	"24"	NA
"1994-04-11"	"WIDNR_WQX-10001207"	"0"	"4.7"	"FALSE"	"1994"	"4"	"101"	NA
"1994-03-01"	"WIDNR_WQX-10001207"	"8"	"1.4"	"FALSE"	"1994"	"3"	"60"	NA
"1994-05-12"	"WIDNR_WQX-10001207"	"12"	"10.1"	"FALSE"	"1994"	"5"	"132"	NA
"1994-09-12"	"WIDNR_WQX-10001207"	"4"	"21.1"	"FALSE"	"1994"	"9"	"255"	NA
"1994-09-26"	"WIDNR_WQX-10001207"	"4"	"19.9"	"FALSE"	"1994"	"9"	"269"	NA
"1994-09-26"	"WIDNR_WQX-10001207"	"0"	"19.8"	"FALSE"	"1994"	"9"	"269"	NA
"1994-04-11"	"WIDNR_WQX-10001207"	"8"	"4.7"	"FALSE"	"1994"	"4"	"101"	NA
"1994-09-12"	"WIDNR_WQX-10001207"	"0"	"21.4"	"FALSE"	"1994"	"9"	"255"	NA
"1994-03-01"	"WIDNR_WQX-10001207"	"16"	"1.4"	"FALSE"	"1994"	"3"	"60"	NA
"1991-05-20"	"WIDNR_WQX-10001207"	"20"	"9"	"FALSE"	"1991"	"5"	"140"	NA
"1991-03-11"	"WIDNR_WQX-10001207"	"20"	"2.7"	"FALSE"	"1991"	"3"	"70"	NA
"1991-01-29"	"WIDNR_WQX-10001207"	"8"	"1"	"FALSE"	"1991"	"1"	"29"	NA
"1991-01-29"	"WIDNR_WQX-10001207"	"20"	"2"	"FALSE"	"1991"	"1"	"29"	NA
"1989-11-20"	"WIDNR_WQX-10001207"	"0"	"4"	"FALSE"	"1989"	"11"	"324"	NA
"1989-11-06"	"WIDNR_WQX-10001207"	"4"	"8.2"	"FALSE"	"1989"	"11"	"310"	NA
"1989-12-06"	"WIDNR_WQX-10001207"	"0"	"1"	"FALSE"	"1989"	"12"	"340"	NA
"1989-11-06"	"WIDNR_WQX-10001207"	"0"	"8.2"	"FALSE"	"1989"	"11"	"310"	NA
"1989-09-25"	"WIDNR_WQX-10001207"	"4"	"16"	"FALSE"	"1989"	"9"	"268"	NA
"1989-12-06"	"WIDNR_WQX-10001207"	"4"	"1"	"FALSE"	"1989"	"12"	"340"	NA
"1989-09-25"	"WIDNR_WQX-10001207"	"0"	"16"	"FALSE"	"1989"	"9"	"268"	NA
"1989-11-20"	"WIDNR_WQX-10001207"	"4"	"4"	"FALSE"	"1989"	"11"	"324"	NA
"1991-04-22"	"WIDNR_WQX-10001207"	"12"	"7"	"FALSE"	"1991"	"4"	"112"	NA
"1991-05-20"	"WIDNR_WQX-10001207"	"8"	"10"	"FALSE"	"1991"	"5"	"140"	NA
"1991-05-20"	"WIDNR_WQX-10001207"	"12"	"9"	"FALSE"	"1991"	"5"	"140"	NA
"1991-04-08"	"WIDNR_WQX-10001207"	"16"	"6"	"FALSE"	"1991"	"4"	"98"	NA
"1991-05-07"	"WIDNR_WQX-10001207"	"20"	"9"	"FALSE"	"1991"	"5"	"127"	NA
"1991-05-07"	"WIDNR_WQX-10001207"	"8"	"9"	"FALSE"	"1991"	"5"	"127"	NA
"1991-04-22"	"WIDNR_WQX-10001207"	"20"	"7"	"FALSE"	"1991"	"4"	"112"	NA
"1991-04-22"	"WIDNR_WQX-10001207"	"0"	"7"	"FALSE"	"1991"	"4"	"112"	NA
"1991-04-22"	"WIDNR_WQX-10001207"	"8"	"7"	"FALSE"	"1991"	"4"	"112"	NA
"1991-05-20"	"WIDNR_WQX-10001207"	"16"	"9"	"FALSE"	"1991"	"5"	"140"	NA
"1991-03-11"	"WIDNR_WQX-10001207"	"16"	"2.3"	"FALSE"	"1991"	"3"	"70"	NA
"1991-04-08"	"WIDNR_WQX-10001207"	"20"	"6"	"FALSE"	"1991"	"4"	"98"	NA
"1991-04-22"	"WIDNR_WQX-10001207"	"16"	"7"	"FALSE"	"1991"	"4"	"112"	NA
"1991-04-08"	"WIDNR_WQX-10001207"	"8"	"6"	"FALSE"	"1991"	"4"	"98"	NA
"1991-12-03"	"WIDNR_WQX-10001207"	"4"	"3"	"FALSE"	"1991"	"12"	"337"	NA
"1991-05-07"	"WIDNR_WQX-10001207"	"16"	"9"	"FALSE"	"1991"	"5"	"127"	NA
"1991-03-11"	"WIDNR_WQX-10001207"	"4"	"2.3"	"FALSE"	"1991"	"3"	"70"	NA
"1991-05-20"	"WIDNR_WQX-10001207"	"4"	"13"	"FALSE"	"1991"	"5"	"140"	NA
"1991-04-08"	"WIDNR_WQX-10001207"	"0"	"6"	"FALSE"	"1991"	"4"	"98"	NA
"1991-01-29"	"WIDNR_WQX-10001207"	"4"	"1"	"FALSE"	"1991"	"1"	"29"	NA
"1991-03-11"	"WIDNR_WQX-10001207"	"12"	"2.3"	"FALSE"	"1991"	"3"	"70"	NA
"1991-05-07"	"WIDNR_WQX-10001207"	"12"	"9"	"FALSE"	"1991"	"5"	"127"	NA
"1991-03-11"	"WIDNR_WQX-10001207"	"8"	"2.3"	"FALSE"	"1991"	"3"	"70"	NA
"1991-05-07"	"WIDNR_WQX-10001207"	"0"	"9"	"FALSE"	"1991"	"5"	"127"	NA
"1991-05-20"	"WIDNR_WQX-10001207"	"0"	"14"	"FALSE"	"1991"	"5"	"140"	NA
"1991-04-08"	"WIDNR_WQX-10001207"	"4"	"6"	"FALSE"	"1991"	"4"	"98"	NA
"1991-12-03"	"WIDNR_WQX-10001207"	"0"	"3"	"FALSE"	"1991"	"12"	"337"	NA
"1991-01-29"	"WIDNR_WQX-10001207"	"16"	"1"	"FALSE"	"1991"	"1"	"29"	NA
"1991-04-22"	"WIDNR_WQX-10001207"	"4"	"7"	"FALSE"	"1991"	"4"	"112"	NA
"1990-05-21"	"WIDNR_WQX-10001207"	"12"	"11"	"FALSE"	"1990"	"5"	"141"	NA
"1991-03-11"	"WIDNR_WQX-10001207"	"1"	"2.3"	"FALSE"	"1991"	"3"	"70"	NA
"1991-01-29"	"WIDNR_WQX-10001207"	"1"	"0"	"FALSE"	"1991"	"1"	"29"	NA
"1991-05-07"	"WIDNR_WQX-10001207"	"4"	"9"	"FALSE"	"1991"	"5"	"127"	NA
"1991-04-08"	"WIDNR_WQX-10001207"	"12"	"6"	"FALSE"	"1991"	"4"	"98"	NA
"1991-01-29"	"WIDNR_WQX-10001207"	"12"	"1"	"FALSE"	"1991"	"1"	"29"	NA
"1990-11-19"	"WIDNR_WQX-10001207"	"4"	"5"	"FALSE"	"1990"	"11"	"323"	NA
"1992-04-13"	"WIDNR_WQX-10001207"	"12"	"5.1"	"FALSE"	"1992"	"4"	"104"	NA
"1992-06-08"	"WIDNR_WQX-10001207"	"22"	"8.8"	"FALSE"	"1992"	"6"	"160"	NA
"1992-11-09"	"WIDNR_WQX-10001207"	"0"	"8.6"	"FALSE"	"1992"	"11"	"314"	NA
"1992-01-21"	"WIDNR_WQX-10001207"	"20"	"2.2"	"FALSE"	"1992"	"1"	"21"	NA
"1992-04-13"	"WIDNR_WQX-10001207"	"16"	"5.1"	"FALSE"	"1992"	"4"	"104"	NA
"1992-06-08"	"WIDNR_WQX-10001207"	"8"	"14.3"	"FALSE"	"1992"	"6"	"160"	NA
"1992-04-13"	"WIDNR_WQX-10001207"	"4"	"5"	"FALSE"	"1992"	"4"	"104"	NA
"1992-06-08"	"WIDNR_WQX-10001207"	"18"	"9.1"	"FALSE"	"1992"	"6"	"160"	NA
"1992-11-09"	"WIDNR_WQX-10001207"	"4"	"8.6"	"FALSE"	"1992"	"11"	"314"	NA
"1992-01-21"	"WIDNR_WQX-10001207"	"8"	"1.6"	"FALSE"	"1992"	"1"	"21"	NA
"1990-04-23"	"WIDNR_WQX-10001207"	"8"	"7"	"FALSE"	"1990"	"4"	"113"	NA
"1990-03-26"	"WIDNR_WQX-10001207"	"20"	"3"	"FALSE"	"1990"	"3"	"85"	NA
"1990-04-23"	"WIDNR_WQX-10001207"	"12"	"6"	"FALSE"	"1990"	"4"	"113"	NA
"1990-09-10"	"WIDNR_WQX-10001207"	"0"	"21"	"FALSE"	"1990"	"9"	"253"	NA
"1990-04-09"	"WIDNR_WQX-10001207"	"4"	"5"	"FALSE"	"1990"	"4"	"99"	NA
"1990-04-09"	"WIDNR_WQX-10001207"	"8"	"5"	"FALSE"	"1990"	"4"	"99"	NA
"1990-04-09"	"WIDNR_WQX-10001207"	"12"	"5"	"FALSE"	"1990"	"4"	"99"	NA
"1990-05-07"	"WIDNR_WQX-10001207"	"0"	"11"	"FALSE"	"1990"	"5"	"127"	NA
"1990-04-09"	"WIDNR_WQX-10001207"	"20"	"5.5"	"FALSE"	"1990"	"4"	"99"	NA
"1990-03-01"	"WIDNR_WQX-10001207"	"16"	"2.4"	"FALSE"	"1990"	"3"	"60"	NA
"1990-05-21"	"WIDNR_WQX-10001207"	"4"	"11"	"FALSE"	"1990"	"5"	"141"	NA
"1990-05-21"	"WIDNR_WQX-10001207"	"20"	"11"	"FALSE"	"1990"	"5"	"141"	NA
"1990-05-21"	"WIDNR_WQX-10001207"	"16"	"11"	"FALSE"	"1990"	"5"	"141"	NA
"1990-05-07"	"WIDNR_WQX-10001207"	"4"	"11"	"FALSE"	"1990"	"5"	"127"	NA
"1990-05-07"	"WIDNR_WQX-10001207"	"20"	"9"	"FALSE"	"1990"	"5"	"127"	NA
"1990-05-21"	"WIDNR_WQX-10001207"	"0"	"12"	"FALSE"	"1990"	"5"	"141"	NA
"1990-11-06"	"WIDNR_WQX-10001207"	"0"	"7"	"FALSE"	"1990"	"11"	"310"	NA
"1990-05-21"	"WIDNR_WQX-10001207"	"8"	"11"	"FALSE"	"1990"	"5"	"141"	NA
"1990-03-26"	"WIDNR_WQX-10001207"	"0"	"3"	"FALSE"	"1990"	"3"	"85"	NA
"1990-04-23"	"WIDNR_WQX-10001207"	"4"	"7"	"FALSE"	"1990"	"4"	"113"	NA
"1990-04-09"	"WIDNR_WQX-10001207"	"16"	"5.5"	"FALSE"	"1990"	"4"	"99"	NA
"1990-03-26"	"WIDNR_WQX-10001207"	"12"	"3"	"FALSE"	"1990"	"3"	"85"	NA
"1990-04-23"	"WIDNR_WQX-10001207"	"20"	"6"	"FALSE"	"1990"	"4"	"113"	NA
"1990-04-23"	"WIDNR_WQX-10001207"	"16"	"6"	"FALSE"	"1990"	"4"	"113"	NA
"1990-03-26"	"WIDNR_WQX-10001207"	"4"	"3"	"FALSE"	"1990"	"3"	"85"	NA
"1990-04-09"	"WIDNR_WQX-10001207"	"0"	"5"	"FALSE"	"1990"	"4"	"99"	NA
"1990-03-01"	"WIDNR_WQX-10001207"	"8"	"2.3"	"FALSE"	"1990"	"3"	"60"	NA
"1990-05-07"	"WIDNR_WQX-10001207"	"16"	"11"	"FALSE"	"1990"	"5"	"127"	NA
"1990-03-01"	"WIDNR_WQX-10001207"	"4"	"2.3"	"FALSE"	"1990"	"3"	"60"	NA
"1990-03-26"	"WIDNR_WQX-10001207"	"16"	"3"	"FALSE"	"1990"	"3"	"85"	NA
"1990-03-01"	"WIDNR_WQX-10001207"	"23"	"3.5"	"FALSE"	"1990"	"3"	"60"	NA
"1990-05-07"	"WIDNR_WQX-10001207"	"12"	"11"	"FALSE"	"1990"	"5"	"127"	NA
"1990-09-10"	"WIDNR_WQX-10001207"	"4"	"21"	"FALSE"	"1990"	"9"	"253"	NA
"1990-03-26"	"WIDNR_WQX-10001207"	"8"	"3"	"FALSE"	"1990"	"3"	"85"	NA
"1990-09-24"	"WIDNR_WQX-10001207"	"4"	"15"	"FALSE"	"1990"	"9"	"267"	NA
"1990-11-19"	"WIDNR_WQX-10001207"	"0"	"5"	"FALSE"	"1990"	"11"	"323"	NA
"1990-04-23"	"WIDNR_WQX-10001207"	"0"	"10"	"FALSE"	"1990"	"4"	"113"	NA
"1990-03-01"	"WIDNR_WQX-10001207"	"1"	"1.5"	"FALSE"	"1990"	"3"	"60"	NA
"1990-11-06"	"WIDNR_WQX-10001207"	"4"	"7"	"FALSE"	"1990"	"11"	"310"	NA
"1990-05-07"	"WIDNR_WQX-10001207"	"8"	"11"	"FALSE"	"1990"	"5"	"127"	NA
"1990-03-01"	"WIDNR_WQX-10001207"	"12"	"2.3"	"FALSE"	"1990"	"3"	"60"	NA
"1990-03-01"	"WIDNR_WQX-10001207"	"20"	"3"	"FALSE"	"1990"	"3"	"60"	NA
"1990-09-24"	"WIDNR_WQX-10001207"	"0"	"15"	"FALSE"	"1990"	"9"	"267"	NA
"2006-06-27"	NA	"0"	"22.205"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"0.5"	"22.202"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"1"	"22.244"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"1.5"	"22.219"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"2"	"22.259"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"2.5"	"22.214"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"3"	"22.055"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"3.5"	"22.23"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"4"	"22.24"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"4.5"	"22.149"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"5"	"22.081"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"5.5"	"21.981"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"6"	"21.793"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"6.5"	"21.735"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"7"	"21.66"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"8"	"15.575"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"9"	"13.342"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"10"	"13.084"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"11"	"12.661"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"12"	"12.389"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"13"	"12.238"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"14"	"12.123"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-27"	NA	"15"	"11.925"	"TRUE"	"2006"	"6"	"178"	"N"
"2006-06-28"	NA	"0"	"22.245"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"0.5"	"22.246"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"1"	"22.272"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"1.5"	"22.233"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"2"	"22.268"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"2.5"	"22.227"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"3"	"22.066"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"3.5"	"22.237"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"4"	"22.229"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"4.5"	"22.141"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"5"	"22.115"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"5.5"	"21.986"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"6"	"21.572"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"6.5"	"20.931"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"7"	"20"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"8"	"17.029"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"9"	"14.774"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"10"	"13.67"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"11"	"13.016"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"12"	"12.678"	"TRUE"	"2006"	"6"	"179"	"N"
"2006-06-28"	NA	"13"	"12.138"	"TRUE"	"2006"	"6"	"179"	"N"
